,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
85657,main.linuxfocus.org/English/September1998/article63.shtml,247268,0,0,0,57,0,0,0,19,2,0
14384,cadastro.comprapremiada.co/,10000000,0,0,0,27,0,0,0,26,2,1
12090,shorinji-kempo.org.ua/paypal.com/www.paypal.com.paypal.login.uk-us.update.info/webscr.php?cmd=_login-done&login_access=a09f78704ef2ab157cc3dee79e284998,10000000,0,0,0,151,0,0,1,21,2,1
25874,redandthevityls.com/DE/paypal3.de/index.htm,10000000,0,0,0,43,0,0,0,19,1,1
16503,zero.atlanticpelagic.com/,10000000,0,0,0,25,0,0,0,24,2,1
90596,www.lutanho.net/pgn/pgnviewer.html,445664,0,1,5479,34,0,0,0,15,2,0
68677,tools.ietf.org/html/rfc3000,14969,0,1,9133,27,0,0,0,14,2,0
13125,ebysslhttp.webzdarma.cz/de.php?co_partnerId=2&siteid=77&UsingSSL=1,103169,0,0,0,66,0,0,0,23,2,1
92080,www.playmiss.com/index.html,10000000,0,1,6939,27,0,0,0,16,2,0
8318,www.mudranarts.com/~kayabest/sys/not/521499359863/zip/billing/on/hold/account/id/15498732198732155135/9ec6a36831afb00881f6b3809175870a/,10000000,0,1,730,135,0,0,0,18,2,1
82423,users.rcn.com/dhudek/graphics/lw/,27433,0,1,9495,33,0,0,0,13,2,0
88246,www.cheqsoft.com/timesown.html,10000000,0,1,7305,30,0,0,0,16,2,0
41676,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqT7BYEjFNpXVe87ivH-IzieaRyJUSf0BI-42GhhUkXc7om7D6IJeWGnAon8kHmhwh0ITXMfBcsK5jwJojooPRImAXejIt7Qp_7x_Vj0qA2FoMmpWpo9l5TlHx_Pef5YPy-nSjjXSdMV5lUVjTsSZU2JeKl9F4nfCmx0CrQmvpr_c8dij7kJRcpTudNogGD2PP7RzRxzreCPv6bruuFd6et2_e5qQ\%3D\%3D&amp;attredirects=2,4570,0,1,6939,343,0,0,1,44,2,1
68970,bandit.probe-networks.de/cgi-bin/trace,10000000,0,0,0,38,0,0,1,24,2,0
67762,tools.ietf.org/html/rfc1922,14969,0,1,9133,27,0,0,0,14,2,0
15719,chriscel.org/PLO5XIde/webscr_prim.php?Y2hyaXNjZWwub3Jnuhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MjM4NDM5MQ==,10000000,0,0,0,114,0,0,0,12,1,1
44057,craicmedia.com/powered/index.php,10000000,0,1,366,32,0,0,0,14,1,1
49857,members.smetc.com/erdiroto/,10000000,0,1,6939,27,0,0,0,17,2,0
73123,www.roguewave.com/products/sourcepro/index.php,401771,0,1,10228,46,0,0,0,17,2,0
64750,members.tripod.com/~smanage/netguide.html,1267,0,1,9496,41,0,0,0,18,2,0
4916,www.starrysutherland.co.za/gallery/thumbs/mosh/rem/remax/index.htm,10000000,0,0,0,66,0,0,0,26,3,1
63895,www.infotoday.com/searcher/jan03/west.shtml,133589,0,1,9863,43,0,0,0,17,2,0
95329,ps2.gamespy.com/playstation-2/finding-nemo/5911p1.html,11812,0,1,8767,54,0,0,0,15,2,0
49995,www.advcomms.co.uk/products/video.htm,10000000,0,0,0,37,0,0,0,18,3,0
92336,groups.yahoo.com/group/charlie-company/,4,0,1,10228,39,0,0,0,16,2,0
92512,www.angelfire.com/nc/tyrriny/,2547,0,1,8035,29,0,0,0,17,2,0
19931,www.60882222.cn/js/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index,10000000,0,1,1096,73,0,0,0,15,2,1
30349,secureupdatecentere.altervista.org/please.php,602,0,0,0,45,0,0,0,34,2,1
2412,mcxbhavishya.net/update/paypal/log.htm,10000000,0,0,0,38,0,0,0,16,1,1
31547,us.battle.net.blizzard-wow-eu.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spambattle.net.d3.loginwowow.com/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT26&amp;spam/login/en/?3Fref=eu.battle.net/account/management/wow/dashboard.html?region=US&amp;accountName=EBALEKINA&amp;app=bam&amp;cr=true&amp;mailid=ZC3026-KgTiTL9pNSjB_3k2sxEIT2,10000000,0,0,0,767,0,0,1,33,4,1
36817,ctcpm.cd/114/www.paypal.com/,10000000,0,0,0,28,0,0,0,8,1,1
58046,www4.ncsu.edu/~hong/jsc.htm,7266,0,0,0,27,0,0,0,13,2,0
91820,www.iaw.on.ca/~phmjppjc/BridgePro/,10000000,0,0,0,34,0,0,0,13,3,0
21153,www.bjcurio.com/js/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=xscklyfus.battle.net/d3/en/index,10000000,0,1,5113,104,0,0,0,15,2,1
51400,elizajayneoriginals.tripod.com/everythingbaby/,1267,0,1,9496,46,0,0,0,30,2,0
8324,nabacdesign.com/images/line/,10000000,0,0,0,28,0,0,0,15,1,1
1032,glblasre.com/chelts/ademins.html,10000000,0,0,0,32,0,0,0,12,1,1
77249,turck-mmcache.sourceforge.net/index_old.html,168,0,1,7670,44,0,0,1,29,2,0
44870,www371.paypal.ca.70004.securessl-170.mx/js/web.apps/ca/m.pp/?cmnd=_lg&pageName=_edit,10000000,0,0,0,84,0,0,1,39,5,1
18338,esxcc.com/js/index.htm?us.battle.net/login/en/?ref=szihzktus.battle.net/d3/en/index&amp;,10000000,0,1,4749,88,0,0,0,9,1,1
42681,information-box.com/wp-content/nordea.dk/webscr-3908340308297393987367887398-7893789353890309/loginID80937965343267890-3/info.htm,10000000,0,1,1827,129,0,0,1,19,1,1
46113,joyvinicio.com/LTD-US/en/.www2.paypalcom/us/cgi-bin/1/webscr/cmd=_login-submit.php,10000000,0,1,3653,82,0,0,0,14,1,1
48767,theamericanbeauty.i8.com/index.html,147039,0,1,8765,35,0,0,0,24,2,0
5447,userpages05.mailer-service.de/userpages/12127/contact.php?&amp;r=3626205526704472&amp;lid=205267,168896,0,0,0,96,0,0,1,29,2,1
79783,www.pctools.com/firewall/,9356,0,1,9309,25,0,0,0,15,2,0
72721,alpha.fdu.edu/~levine/reuse_course/ada/spider/index.html,101774,0,0,0,56,0,0,0,13,2,0
75464,code.google.com/p/oktech-profiler/,1,0,1,11322,34,0,0,0,15,2,0
44335,bearbenz.org/j294dq8eprzf7bx27277/aW5mb0BsaW51eGhhdXMuZGU=/xDEsdR/dm9yenRhZC5iaXoMessage-ID:,10000000,0,0,0,92,0,0,0,12,1,1
18275,www.118bm.com/images?app=com-d3&amp;,10000000,0,1,4017,36,0,0,0,13,2,1
47032,www.datacha0s.com/index.php,10000000,0,0,0,27,0,0,0,17,2,1
84311,www.sun.com/software/x500/,29330,0,1,12419,26,0,0,0,11,2,0
74660,cernlib.web.cern.ch/cernlib/,24929,0,0,0,28,0,0,0,19,3,0
39196,www.bahai.or.kr/bbs/bmon/index.htm,10000000,0,1,8450,34,0,0,0,15,3,1
25271,wilirots.biz/amcntrlde/webscr_prim.php?d2lsaXJvdHMuYml6uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM0NDk2MTMyNw==,10000000,0,0,0,115,0,0,0,12,1,1
70734,www.pianosoft-europe.com/mp3-recorder.htm,10000000,0,1,6210,41,0,0,1,24,2,0
30916,creeksideshowstable.com/Paypal_Virefication/edd26cc06e19a94fce6fc21bdb5b9652/new1/6c15a9ea6b3170a639e60f07e1ea7658/4de137119856ccacbfbad2273ca030b5/,10000000,0,1,5113,148,0,0,0,23,1,1
41662,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cqp-Vc54t6kmkaSrqpR4d7A_-YrZkXf3puED4P7Kdk3yc0FhIsdJX2eXJoX9maWdXiNWkiepybQE4tJ2jW5nAFeGzZrr8DxjKOL166igOcKTXaaU1kPWB2MXfy3xbn1DED3SRIzGm3ZPeVw2sUtL9XxzzzJeGLSnkeyp2FUNUI77Uh3QKa7QYde-8IhUCA5rZQq6JpaHsJdOMM0-uqRQX94DDiq1g\%3D\%3D&amp;attredirects=1,4570,0,1,6939,343,0,0,1,44,2,1
17891,www.gafld.com/css/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&dyodinyamp;ssl=0&dest,10000000,0,1,731,93,0,0,0,13,2,1
4454,www.abainstitut.com/images/,10000000,0,1,4749,27,0,0,0,19,2,1
86725,www.microsoft.com/windowsxp/expertzone/default.mspx,29,0,1,10959,51,0,0,0,17,2,0
39949,matchprof3.site40.net/profile/us.match.com-login.php,26937,0,1,4383,52,0,0,0,21,2,1
41093,9d345009-a-62cb3a1a-s-sites.googlegroups.com/site/stickamcomlogindo/login.html?attachauth=ANoY7cpDDqPoiYjf1DRXFo5HtAzkjat1R5ysN0zHUBD6lolXqcIplh7tl5iTr7SX7HTg1yjkZxNVgK5ouAHkyXFT0wpdsKmJ7f7Uk1eBsSW4b8h1HcunUuG1Sklm7egbP-SBKml9lRFNE1aiHvrmoPpsfnKp_zoSGzF21rtLpWzOceF76Lt35Cbo9lHkJcSl-5nOKYN93UKI3td189Wpz_eH-xyQqh7obg==&amp;attredirects=1,4570,0,1,6939,337,0,0,1,44,2,1
6285,us.battle.net.login.en.ttweb.asia/login/en/login.html?app=wamamp=3Bref=www.battle.net/account/amp=3Beor=0amp=3Bapp=bam,10000000,0,0,0,118,0,0,0,33,6,1
3603,moedasgratis-habbo-r7.blogspot.com/,11,0,1,7305,35,0,0,1,34,2,1
70777,www.toxi.co.uk/reanimator3d/,10000000,0,0,0,28,0,0,0,14,3,0
25509,www.biblesociety-malawi.org/dev/wp-content/uploads/2012/05/yahoo/,10000000,0,0,0,65,0,0,1,27,2,1
14715,pepperworld.ma/verifecation/new1/,10000000,0,0,0,33,0,0,0,14,1,1
30786,www.timpageimage.com.au/v4/modules/site.display/includes/rem/remax/index.htm,10000000,0,0,0,76,0,0,0,23,3,1
38952,shannuodianqi.com/img/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&app=com-d3,10000000,0,1,365,87,0,0,0,17,1,1
70848,www.washingtonmonthly.com/features/2000/0003.thompson.html,80733,0,1,8035,58,0,0,0,25,2,0
15927,codigo47639e6c0.site50.net/Ativar/Acesso/Codigo47639E6C2/,10000000,0,1,4383,57,0,0,0,26,2,1
60807,www.kasparius.com/tutorials/imagemap/,10000000,0,1,7304,37,0,0,0,17,2,0
77680,www.mactech.com/articles/mactech/Vol.11/11.05/MacAppandPrograph/,143568,0,1,9131,64,0,0,0,15,2,0
34310,haryojackson.com/secure/secure-code68/security/,10000000,0,1,2922,47,0,0,0,16,1,1
79755,www.netsentron.com/servers.cfm,10000000,0,1,6575,30,0,0,0,18,2,0
46567,update.paypal-com.webscrlcmdl.login.submit.dispatch.5885d80a13c0db1f8e263663d3faee8dcbcd55a505.rhythmworld.co.uk/,10000000,0,0,0,113,0,0,1,112,9,1
9151,pastehtml.com/view/bdzxd4c5y.html,44061,0,1,4017,33,0,0,0,13,1,1
69109,www.telegraph.co.uk/technology/3356712/In-search-of-the-new-Google.html,279,0,0,0,71,0,0,0,19,3,0
75506,bluezoo.org/knife/,10000000,0,0,0,18,0,0,0,11,1,0
25848,mylittlequests.com/wp-admin/user/Paypal_Virefication/,10000000,0,0,0,53,0,0,0,18,1,1
47279,www.nc-china.com/images/?us.battle.net/login/en/?ref=us.battle.net/d3/en/index&amp;amp;amp;amp;app=com-d3,10000000,0,1,4383,105,0,0,1,16,2,1
8807,pastehtml.com/view/bg7u0uzqr.html,44061,0,1,4017,33,0,0,0,13,1,1
82738,www.designer-info.com/Draw/corel_draw_tutorial.htm,10000000,0,1,7670,50,0,0,1,21,2,0
88414,systemcleaner.com/products/systemcleaner/,10000000,0,1,8034,41,0,0,0,17,1,0
63121,"whatis.techtarget.com/definition/0,289893,sid9_gci213932,00.html",3426,0,1,7749,64,0,0,0,21,2,0
88537,www.jrothman.com/Papers/usefulmgmtideas.html,10000000,0,1,9132,44,0,0,0,16,2,0
69193,github.com/JoKnopp/dmoz2db,208,0,1,4749,26,0,0,0,10,1,0
