,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
60000,www.cse.dmu.ac.uk/STRL/hyang/,67443,0,0,0,29,0,0,0,17,4,0
60001,www2.ee.ntu.edu.tw/~yen/,9781,0,0,0,24,0,0,0,18,4,0
60002,anytime.cs.umass.edu/shlomo/,12849,0,0,0,28,0,0,0,20,3,0
60003,personal.gscit.monash.edu.au/~dengs/,12437,0,0,0,36,0,0,0,28,4,0
60004,userver.ftw.at/~zhdanova/,10000000,0,0,0,25,0,0,0,14,2,0
60005,liinwww.ira.uka.de/bibliography/,329452,0,0,0,32,0,0,0,18,3,0
60006,www.math.rutgers.edu/~sontag/fermi-eng.html,6424,0,0,0,43,0,0,0,20,3,0
60007,www.springer.com/computer?SGWID=0-146-0-0-0,2655,0,1,8400,43,0,0,0,16,2,0
60008,www.cs.cmu.edu/afs/cs/user/fp/www/lfs-bib.html,5956,0,0,0,46,0,0,0,14,3,0
60009,www.siggraph.org/publications/bibliography/,166336,0,1,11322,43,0,0,0,16,2,0
60010,www.cs.columbia.edu/~hgs/netbib/,3275,0,0,0,32,0,0,0,19,3,0
60011,www.library.cmu.edu/Search/DB_ENGTECH.html,5956,0,0,0,42,0,0,0,19,3,0
60012,speech.inesc.pt/~dcaseiro/html/bibliografia.html,10000000,0,0,0,48,0,0,0,15,2,0
60013,lists.webjunction.org/currentcites/,549406,0,1,6940,35,0,0,0,21,2,0
60014,www.oclc.org/firstsearch/,14601,0,1,14609,25,0,0,0,12,2,0
60015,library.dialog.com/bluesheets/html/bls0017.html#SB0017,352772,0,1,10592,54,0,0,0,18,2,0
60016,portal.acm.org/dl.cfm?coll=portal&amp;dl=ACM&amp;CFID=975475&amp;CFTOKEN=35520188,8998,0,1,11324,81,0,0,0,14,2,0
60017,www.theiet.org/publishing/inspec/,48517,0,1,5844,33,0,0,0,14,2,0
60018,www2.computer.org/portal/web/csdl,54459,0,1,13148,33,0,0,0,17,2,0
60019,www.cs.cmu.edu/~jblythe/cs-reports.html,5956,0,0,0,39,0,0,0,14,3,0
60020,www.cs.indiana.edu/ucstri/info.html,9603,0,0,0,35,0,0,0,18,3,0
60021,arxiv.org/corr,10949,0,1,10958,14,0,0,0,9,1,0
60022,www.lms.ac.uk/jcm/,10000000,0,0,0,18,0,0,0,13,3,0
60023,www.math.utah.edu/~beebe/bibliographies.html,8657,0,0,0,44,0,0,0,17,3,0
60024,www.inria.fr/publications/infoweb/magazines.en.html,38049,0,0,0,51,0,0,0,12,2,0
60025,ejournals.wspc.com.sg/ijfcs/ijfcs.shtml,10000000,0,0,0,39,0,0,0,21,3,0
60026,www.cs.ubbcluj.ro/~studia-i/,80006,0,0,0,28,0,0,0,17,3,0
60027,www.computer.org/portal/site/cga/index.jsp,54459,0,1,13148,42,0,0,0,16,2,0
60028,www.sciencedirect.com/science?_ob=PublicationURL&amp;_cdi=6839&amp;_pubType=J&amp;_auth=y&amp;_acct=C000050221&amp;_version=1&amp;_urlVersion=0&amp;_userid=10&amp;md5=f6e4a6150bcb6578748beaf8a2e3b62b,1862,0,1,8401,199,0,0,0,21,2,0
60029,www.sciencedirect.com/science?_ob=PublicationURL&amp;_cdi=6864&amp;_pubType=J&amp;_auth=y&amp;_acct=C000050221&amp;_version=1&amp;_urlVersion=0&amp;_userid=10&amp;md5=a10b65a8931ed5cdc8d8499d9fdf95b1,1862,0,1,8401,199,0,0,0,21,2,0
60030,www.elsevier.com/locate/tcs,3835,0,1,9861,27,0,0,0,16,2,0
60031,www.springerlink.com/content/1573-1340/,93593,0,1,6209,39,0,0,0,20,2,0
60032,www.siam.org/journals/sicomp.php,165866,0,1,12053,32,0,0,0,12,2,0
60033,journals.cambridge.org/action/displayJournal?jid=TLP,3304,0,1,9022,52,0,0,0,22,2,0
60034,journals.cambridge.org/action/displayJournal?jid=JFP,3304,0,1,9022,52,0,0,0,22,2,0
60035,projects.csail.mit.edu/iandc/,1303,0,0,0,29,0,0,0,22,3,0
60036,www.springer.com/computer/computer+imaging/journal/371,2655,0,1,8400,54,0,0,0,16,2,0
60037,www.springer.com/computer/foundations/journal/236,2655,0,1,8400,49,0,0,0,16,2,0
60038,www.springer.com/statistics/journal/180,2655,0,1,8400,39,0,0,0,16,2,0
60039,www.springer.com/computer/foundations/journal/224,2655,0,1,8400,49,0,0,0,16,2,0
60040,www.springer.com/computer/foundations/journal/453,2655,0,1,8400,49,0,0,0,16,2,0
60041,www.springer.com/computer/lncs?SGWID=0-164-0-0-0,2655,0,1,8400,48,0,0,0,16,2,0
60042,www.mii.lt/informatica/,568481,0,0,0,23,0,0,0,10,2,0
60043,journals.cambridge.org/action/displayJournal?jid=KER,3304,0,1,9022,52,0,0,0,22,2,0
60044,journals.cambridge.org/action/displayJournal?jid=MSC,3304,0,1,9022,52,0,0,0,22,2,0
60045,journals.cambridge.org/action/displayJournal?jid=NLE,3304,0,1,9022,52,0,0,0,22,2,0
60046,journals.cambridge.org/action/displayJournal?jid=OSO,3304,0,1,9022,52,0,0,0,22,2,0
60047,journals.cambridge.org/action/displayJournal?jid=ROB,3304,0,1,9022,52,0,0,0,22,2,0
60048,www.springer.com/springerwiennewyork/computer+science/journal/607,2655,0,1,8400,65,0,0,0,16,2,0
60049,www.springer.com/computer/computer+imaging/journal/11263,2655,0,1,8400,56,0,0,0,16,2,0
60050,www.research.ibm.com/journal/rdindex.html,576,0,1,12419,41,0,0,0,20,3,0
