,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
20040,batdongsan.lenad.vn/wp-content/upgrade/AOL_Login.htm,10000000,0,0,0,52,0,0,0,19,2,1
20041,mdrmotostore.cl/wp-content/hagjsj.php,10000000,0,0,0,37,0,0,0,15,1,1
20042,www.bjcurio.com/js/index.htm?app=com-d3&amp;us.battle.net/login/en/?ref=lxtpapgus.battle.net/d3/en/index,10000000,0,1,5113,104,0,0,0,15,2,1
20043,bbqgrillcovers.bestplacetobuyonsale.com/~numark/ww2.history.observ.pay.objects.net.com-ca-cgi-bin--id1951-webscr-cmd-history33/q/accpint-pp-1/test/aq.htm,10000000,0,0,0,153,0,0,0,39,2,1
20044,cielo-naotempreco.com/p/index654f654f.html?m=rede&amp;a=cielo,10000000,0,0,0,61,0,0,1,21,1,1
20045,cielo-naotempreco.com/p/indexde89de89.html?m=rede&amp;a=terms,10000000,0,0,0,61,0,0,1,21,1,1
20046,cielo-naotempreco.com/p/index54645464.html?m=rede,10000000,0,0,0,49,0,0,1,21,1,1
20047,cielo-naotempreco.com/p/,10000000,0,0,0,24,0,0,1,21,1,1
20048,cielo-naotempreco.com/,10000000,0,0,0,22,0,0,1,21,1,1
20049,us.diablo.com.zh-pog.in/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,10000000,0,0,0,96,0,0,1,23,4,1
20050,us.diablo.com.zh-pls.in/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,10000000,0,0,0,96,0,0,1,23,4,1
20051,centras.kz/secure/westpac/index.html,10000000,0,0,0,36,0,0,0,10,1,1
20052,www.remeslennikrf.ru/wp-includes/js/,10000000,0,0,0,36,0,0,0,20,2,1
20053,bikramyogahampden.com/old_site/uploads/images/3ce19bc97acc4836291ee32af351da1c/info.htm,10000000,0,1,1096,87,0,0,0,21,1,1
20054,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=jhemrzwus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,6209,102,0,0,0,18,2,1
20055,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=mknxnnius.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,6209,102,0,0,0,18,2,1
20056,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=ahxyvlrus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,6209,102,0,0,0,18,2,1
20057,update-information002.binboadesign.com/?/cgi-,10000000,0,1,4018,45,0,0,1,38,2,1
20058,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=nxjwunzus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,6209,102,0,0,0,18,2,1
20059,plumbing-rivonia.co.za/wp-content/gallery/site-advertising/remax/index.htm,10000000,0,0,0,74,0,0,1,22,2,1
20060,trycould.com/111.php?sid=659&amp;em=cocse.admin@gmail.com&amp;d=&amp;fn=Toni&amp;ln=Martin,10000000,0,0,0,90,1,0,0,12,1,1
20061,www.rcvworld.com/aol/index.htm,10000000,0,0,0,30,0,0,0,16,2,1
20062,habbee.fr/,10000000,0,0,0,10,0,0,0,9,1,1
20063,apakaucoy.besaba.com/kanno/logs.php,28429,0,1,3288,35,0,0,0,20,2,1
20064,paypal.com.com.cgi.bin.webscr.cmd.login.submit.dispatch.5885d80a13c0db1f8e263663d3fa.ee8d0b7e678a25d88.3d0fa72c947f193f8fd.5885d80a13c0db1f8e263663d3fa.ee8d0b7e678a25d88.3d0fa72c947f193f8fd.dominicanosconleonel.com/,10000000,0,0,0,215,0,0,0,214,17,1
20065,www.devaworld.com/leela/home/cgibin/nl/pmdredic/webscr.php?cmd=_login-run&dispatch=52dfd3c2e6694a67e59fa0dfb374d2fe52dfd3c2e6694a67e59fa0dfb374d2fe,10000000,0,1,5479,147,0,0,0,17,2,1
20066,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/b0472c841c8bf2116fe2bfa38ba7d35c/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43657af3db7e8c452a68a3ca201fa5c2dc767af3db7e8c452a68a3ca201fa5c2dc76,10000000,0,1,366,417,0,0,0,162,18,1
20067,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/164766ef86eb9af991271e3debf80c8f/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365af97c28f99f4a675a94acfdfda67649caf97c28f99f4a675a94acfdfda67649c,10000000,0,1,366,417,0,0,0,162,18,1
20068,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/655bef7d84b114b2db9238fc46bc9ad5/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658b9c9853dad2f6e2d9258e17d61ab6668b9c9853dad2f6e2d9258e17d61ab666,10000000,0,1,366,417,0,0,0,162,18,1
20069,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/14577dcaf522eb1ded9d670a05c01b19/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365af97c28f99f4a675a94acfdfda67649caf97c28f99f4a675a94acfdfda67649c,10000000,0,1,366,417,0,0,0,162,18,1
20070,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/6856d962cddda35e9294763e66a3a2ba/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365e69be79b5991c5f8e084cc41d7d7500ce69be79b5991c5f8e084cc41d7d7500c,10000000,0,1,366,417,0,0,0,162,18,1
20071,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/3a830f922381b4342391be3bc12717c8/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658b9c9853dad2f6e2d9258e17d61ab6668b9c9853dad2f6e2d9258e17d61ab666,10000000,0,1,366,417,0,0,0,162,18,1
20072,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/095779ac736bd012ed5efcc378f3c8ce/wbscra.htm?cmd=_Processing&dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365af97c28f99f4a675a94acfdfda67649caf97c28f99f4a675a94acfdfda67649c,10000000,0,1,366,417,0,0,0,162,18,1
20073,www.devaworld.com/leela/home/cgibin/nl/pmdredic/webscr.php?cmd=_login-run&amp;dispatch=52dfd3c2e6694a67e59fa0dfb374d2fe52dfd3c2e6694a67e59fa0dfb374d2fe,10000000,0,1,5479,151,0,0,0,17,2,1
20074,antosabarun.p.ht/xxxxxxxixixixrhokixxxxx_antohoki_xxxxixixxxxixixxxxxixixxxx/gmail.html,6807,0,0,0,87,0,0,0,16,2,1
20075,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/b0472c841c8bf2116fe2bfa38ba7d35c/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43657af3db7e8c452a68a3ca201fa5c2dc767af3db7e8c452a68a3ca201fa5c2dc76,10000000,0,1,366,421,0,0,0,162,18,1
20076,antosabarun.p.ht/xxxxxxxixixixrhokixxxxx_antohoki_xxxxixixxxxixixxxxxixixxxx/others.html,6807,0,0,0,88,0,0,0,16,2,1
20077,onlinecustomer201cps.allalla.com/CustomerSupportServices/LiveChatSrv093Cgi/eBay_Buyer_Protection_Program/cmdOpenNewChat/newchatwindow910237521-secured.html,10000000,0,1,3653,155,0,0,0,32,2,1
20078,www.rangoliindia.com/images/remax/index.htm,10000000,0,1,4749,43,0,0,0,20,2,1
20079,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/164766ef86eb9af991271e3debf80c8f/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365af97c28f99f4a675a94acfdfda67649caf97c28f99f4a675a94acfdfda67649c,10000000,0,1,366,421,0,0,0,162,18,1
20080,www.tlcchurchresources.com/form/forms/form1.html,10000000,0,0,0,48,0,0,0,26,2,1
20081,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/14577dcaf522eb1ded9d670a05c01b19/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365af97c28f99f4a675a94acfdfda67649caf97c28f99f4a675a94acfdfda67649c,10000000,0,1,366,421,0,0,0,162,18,1
20082,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/655bef7d84b114b2db9238fc46bc9ad5/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658b9c9853dad2f6e2d9258e17d61ab6668b9c9853dad2f6e2d9258e17d61ab666,10000000,0,1,366,421,0,0,0,162,18,1
20083,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/3a830f922381b4342391be3bc12717c8/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658b9c9853dad2f6e2d9258e17d61ab6668b9c9853dad2f6e2d9258e17d61ab666,10000000,0,1,366,421,0,0,0,162,18,1
20084,peypel.us.com.cgi.ngi.webscre.maps.logins.webaps.mba.homes.billings.activet.homa.pluns.5542290739f57ac719fdf5bc44d702ac3faee8d0b7e678a25d883d0fa.demo.seriport.com/welcome.0841208705nf12408av49701v245a35136a872abkqa73461/6856d962cddda35e9294763e66a3a2ba/wbscra.htm?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af4365e69be79b5991c5f8e084cc41d7d7500ce69be79b5991c5f8e084cc41d7d7500c,10000000,0,1,366,421,0,0,0,162,18,1
20085,www.cyuk.org/logs/bancodobrasil/,10000000,0,0,0,32,0,0,0,12,2,1
20086,www.hockeybhs.nl/Properties/index.htm,10000000,0,0,0,37,0,0,0,16,2,1
20087,paypal-cy-cgi-bin-webscrlcmd-login-run.paypal.cmd.logi2162662-3466623466234-3262666363324-3732623643264326-paypal.com-7347243n.submit.dispatchnhdjhudhds7766423456789ghf67gfhbn.mindmineng.com/05046e1ff77547bedd3ba1adc18402c7/,10000000,0,0,0,224,0,0,1,190,8,1
20088,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=nxjwunzus.battle.net/d3/en/index&app=com-d3,10000000,0,1,6209,98,0,0,0,18,2,1
20089,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=jhemrzwus.battle.net/d3/en/index&app=com-d3,10000000,0,1,6209,98,0,0,0,18,2,1
20090,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=ahxyvlrus.battle.net/d3/en/index&app=com-d3,10000000,0,1,6209,98,0,0,0,18,2,1
20091,www.qqy852.com/images/?secure.runescape.com/m=weblogin/loginform.ws?mod=www&amp;miywgtwamp;ssl=0&amp;dest,10000000,0,1,731,105,0,0,0,14,2,1
20092,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fnxjwunzus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20093,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fahxyvlrus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20094,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fmknxnnius.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20095,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fjhemrzwus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20096,tiny.cc/xzr2qw,23644,0,1,5844,14,0,0,0,7,1,1
20097,us.diablo.com.zh-trf.in/login.html?app=wam&ref=www.battle.net/account/&eor=0&app=bam,10000000,0,0,0,84,0,0,1,23,4,1
20098,paypal.com.us.login-cgi-bin.account-confirmed.info.58xa13c0db1f8e263663d5dgxaee8k4r47c57t5d3d0fa72c947f193fex.learnw.noethenhaus.ch/Account-login.paypal8545/update/information.089528fdd54q58ze/Paypal-security-verification159765497/,10000000,0,0,0,231,0,0,1,131,9,1
20099,cielopromocaoverao.p.ht/PrimeiroAcesso.html,6807,0,0,0,43,0,0,0,23,2,1
20100,datosmedicos.cl/uk/PayPal/,10000000,0,0,0,26,0,0,0,15,1,1
20101,doctoroaxaca.com/online/webscr.htm,10000000,0,1,365,34,0,0,0,16,1,1
20102,visago.beneficiobrasil.com.br/,10000000,0,1,2192,30,0,0,0,29,3,1
20103,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fjomtdhhus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20104,www.arfmat.fr/test/check/information.html,10000000,0,0,0,41,0,0,0,13,2,1
20105,cp266484.cpanel.tech-logol.ru/aol/index.htm,77799,0,1,4018,43,0,0,1,29,3,1
20106,climaxofficenow.info/wp-includes/images/OnlineTTcopy.htm,10000000,0,0,0,56,0,0,0,20,1,1
20107,theganoviarevolution.com/wp-admin/js/France/Shopping/Fr/Visa/Attention/www.visaeurope.com/fr/cc.brule/vbv/,10000000,0,0,0,106,0,0,0,24,1,1
20108,update-information001.binboadesign.com/,10000000,0,1,4018,39,0,0,1,38,2,1
20109,doctoroaxaca.com/www.paypal.co.uk/webscr.htm,10000000,0,1,365,44,0,0,0,16,1,1
20110,www.kamshinghk.com/images/?us.battle.net/login/en/?ref=xylvmpqus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,4383,102,0,0,0,18,2,1
20111,www.battln.net/,10000000,0,0,0,15,0,0,0,14,2,1
20112,www.zaccariapietro.it/wp-content/themes/amplus_v1.6/functions/cache/abrichetadolanescu.htm,10000000,0,1,3798,90,0,0,0,21,2,1
20113,www.zaccariapietro.it/wp-content/themes/amplus_v1.6/functions/cache/bbrichetadolanescu.htm,10000000,0,1,3798,90,0,0,0,21,2,1
20114,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fssgddrfus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20115,www.mg-sh.cn/js/index.htm?ref=us.battle.net/d3/en/index,10000000,0,1,6575,55,0,0,1,12,2,1
20116,safetypartnershipsaasp.com/6780087&amp;adword=true&amp;campaign=CampaignIDTopAccount&amp;isloggedCheck=Begin&amp;Id=206380296780087&amp;adword=true&amp;campaign=CampaignIDTopAccount&amp;isloggedCheck=Begin&amp;Id=20638029/adwords.php,10000000,0,1,10226,233,0,0,0,26,1,1
20117,bradleywakoffphotography.com/wp-content/themes/confirmation/it/Processing1.php?cmd=_Processing&amp;dispatch=27b4b5b01b0d1fcab2046369720ff75e27b4b5b01b0d1fcab2046369720ff75e00af5d3e770aa68a87db84dfb1b7c69f00af5d3e770aa68a87db84dfb1b7c69f,10000000,0,0,0,236,0,0,0,28,1,1
20118,www.bayonne.cci.fr/images/conferences/en-GB/verfication/Processing.htm,10000000,0,0,0,70,0,0,0,18,3,1
20119,update-information002.binboadesign.com/,10000000,0,1,4018,39,0,0,1,38,2,1
20120,update-information002.binboadesign.com/?/,10000000,0,1,4018,41,0,0,1,38,2,1
20121,us.diablo.com.zh-trf.in/login.html?app=wam&amp;ref=www.battle.net/account/&amp;eor=0&amp;app=bam,10000000,0,0,0,96,0,0,1,23,4,1
20122,jxyy.a71.zgsj.net/images/?us.battle.net/login/en/?ref=dsjpmrsus.battle.net/d3/en/index&amp;app=com-d3,10000000,0,1,6210,101,0,0,0,17,3,1
20123,antares63.ru/templates/system/images/nab/index.php,10000000,0,0,0,50,0,0,0,12,1,1
20124,www.zhongdaxin.com/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fznimhceus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6209,127,0,0,0,18,2,1
20125,bradleywakoffphotography.com/wp-content/themes/confirmation/it/,10000000,0,0,0,63,0,0,0,28,1,1
20126,antares63.ru/templates/system/images/www/index.php,10000000,0,0,0,50,0,0,0,12,1,1
20127,zazbearing.com/payp.com.fr/webscr.php,10000000,0,0,0,37,0,0,0,14,1,1
20128,www.khanh27buffettravel.com.vn/images/M_images/i.php,10000000,0,0,0,52,0,0,0,30,3,1
20129,remeslennikrf.ru/wp-includes/js/index.htm,10000000,0,0,0,41,0,0,0,16,1,1
20130,us.battle.net.ggwow.asia/login/en/?ref=http\%3A\%2F\%2Fus.battle.net\%2Fd3\%2Fen\%2Findex&amp;amp;app=com-d3,10000000,0,0,0,108,0,0,0,24,4,1
20131,jxyy.a71.zgsj.net/images/?us.battle.net/login/en/?ref=http\%3A\%2F\%2Fdsjpmrsus.battle.net\%2Fd3\%2Fen\%2Findex&amp;app=com-d3,10000000,0,1,6210,126,0,0,0,17,3,1
