,domain,ranking,isIp,valid,activeDuration,urlLen,is@,isredirect,haveDash,domainLen,nosOfSubdomain,label
70000,www.humanfactors.com/downloads/guistandards.pdf,199501,0,1,9498,47,0,0,0,20,2,0
70001,webword.com/interviews/szuc.html,10000000,0,1,8400,32,0,0,0,11,1,0
70002,www.asktog.com/basics/firstPrinciples.html,173044,0,1,11322,42,0,0,0,14,2,0
70003,webword.com/interviews/index.html,10000000,0,1,8400,33,0,0,0,11,1,0
70004,www.veen.com/jeff/archives/000733.html,10000000,0,1,9861,38,0,0,0,12,2,0
70005,www.adobe.com/devnet/flash/testing_usability.html,53,0,1,12234,49,0,0,0,13,2,0
70006,www.jnd.org/dn.mss/gratuitous_grap.html,554528,0,1,8765,39,0,0,0,11,2,0
70007,www.ddj.com/web-development/184412961,10000000,0,1,9496,37,0,0,0,11,2,0
70008,www.ddj.com/web-development/184413077,10000000,0,1,9496,37,0,0,0,11,2,0
70009,www.alistapart.com/articles/perfect404/,7793,0,1,8400,39,0,0,0,18,2,0
70010,www.publish.com/c/a/Graphics-Tools/Five-usability-principles-for-Web-design/,784357,0,1,11322,76,0,0,0,15,2,0
70011,news.cnet.com/2100-1017-931274.html,105,0,1,9863,35,0,0,0,13,2,0
70012,www.ibm.com/developerworks/web/,576,0,1,12419,31,0,0,0,11,2,0
70013,www.veen.com/jeff/,10000000,0,1,9861,18,0,0,0,12,2,0
70014,en.wikipedia.org/wiki/Web_2.0,6,0,1,8035,29,0,0,0,16,2,0
70015,www.kurzweilai.net/meme/frame.html?main=/articles/art0689.html,33820,0,1,7305,62,0,0,0,18,2,0
70016,googlewebmastercentral.blogspot.com/2007/11/spiders-view-of-web-20.html,11,0,1,7305,71,0,0,0,35,2,0
70017,www.paulgraham.com/web20.html,28811,0,1,8034,29,0,0,0,18,2,0
70018,www.ibm.com/developerworks/podcast/dwi/cm-int082206txt.html,576,0,1,12419,59,0,0,0,11,2,0
70019,www.techcrunch.com/2009/02/14/the-death-of-web-20/,564,0,1,5844,50,0,0,0,18,2,0
70020,www.useit.com/alertbox/web-2.html,19112,0,1,10226,33,0,0,0,13,2,0
70021,webdesign.about.com/od/web20/a/aa021306.htm,79,0,1,8400,43,0,0,0,19,2,0
70022,www.gooddocuments.com/homepage/homepage.htm,10000000,0,1,8035,43,0,0,0,21,2,0
70023,www.strom.com/places/index.html,10000000,0,1,9521,31,0,0,0,13,2,0
70024,www.iorg.com/papers/knowledge.html,10000000,0,1,8400,34,0,0,0,12,2,0
70025,www.homeworlds.com/advice/plannet.htm,10000000,0,1,8767,37,0,0,0,18,2,0
70026,www.microsoft.com/sharepoint/,29,0,1,10959,29,0,0,0,17,2,0
70027,www.sun.com/software/products/portal_srvr/index.xml,29330,0,1,12419,51,0,0,0,11,2,0
70028,www.tdan.com/view-articles/5261/,10000000,0,1,8400,32,0,0,0,12,2,0
70029,www.christophercameron.com/resume/,10000000,0,1,6210,34,0,0,0,26,2,0
70030,www.strom.com/pubwork/forbes896.html,10000000,0,1,9521,36,0,0,0,13,2,0
70031,www.useit.com/alertbox/20050523.html,19112,0,1,10226,36,0,0,0,13,2,0
70032,www.useit.com/alertbox/9709b.html,19112,0,1,10226,33,0,0,0,13,2,0
70033,www.strom.com/pubwork/intranetp.html,10000000,0,1,9521,36,0,0,0,13,2,0
70034,www.strom.com/pubwork/intra2.html,10000000,0,1,9521,33,0,0,0,13,2,0
